"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"Lon";"Lat";"lon";"lat"
"3625";477;"";"2010-02-26";"JoannitÛw 20";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa stropÛw w lokalu mieszkal.";"przebudowa";"2010-02-23";"5944/10";"408/10";"2010-02-26";2010;2;"2010-02-01";4;NA;NA;17,036813;51,095054
"3626";478;"";"2010-02-26";"DrÛønicza";"bud.mieszkalne jednorodzinne";"budowa przy≥.wody i kanalizacji sanitarnej";"przy≥πcze";"2010-01-20";"1761/10";"409/10";"2010-02-26";2010;1;"2010-01-01";28;NA;NA;17,0615234;51,0591232
"3627";479;"";"2010-02-26";"Biskupa Nankiera Plac 1";"bud.szkÛ≥ i instytucji badawczych";"remont elewacji budynku farmacji";"remont";"2009-12-23";"45793/09";"410/10";"2010-02-26";2009;12;"2009-12-01";48;NA;NA;17,0361985;51,1126165
"3628";480;"";"2010-03-01";"Parkowa 30";"bud.biurowe";"remont i przebudowa budynku";"przebudowa";"2010-01-06";"278/10";"35/10";"2010-03-01";2010;1;"2010-01-01";39;NA;NA;17,0731499;51,112359
"3629";481;"";"2010-03-01";"Dawida Jana W≥adys≥awa 2";"bud.biurowe";"przebudowa pomieszczeÒ  na serwerowniÍ";"przebudowa";"2010-02-22";"5728/10";"411/10";"2010-03-01";2010;2;"2010-02-01";6;NA;NA;17,0380763;51,0951442
"3630";482;"";"2010-03-01";"Skoczylasa W≥adys≥awa 1";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnÍtrzna";"2010-02-04";"3603/10";"412/10";"2010-03-01";2010;2;"2010-02-01";18;NA;NA;16,8709597;51,1452489
"3631";483;"";"2010-03-01";"Sztabowa 101";"linie telekomunikacyjne ";"przebudowa stacji bazowej";"przebudowa";"2010-01-04";"46/10";"413/10";"2010-03-01";2010;1;"2010-01-01";41;NA;NA;17,0210349;51,086374
"3632";484;"";"2010-03-01";"Sienna";"rurociπgi wodociπg.sieci ";"sieÊ wodociπgowa i kanalizacja deszczowa";"nowe";"2010-01-15";"1271/10";"414/10";"2010-03-01";2010;1;"2010-01-01";32;NA;NA;17,1255065;51,1367338
"3633";485;"";"2010-03-01";"Kuünicza 46";"bud.szkÛ≥ i instytucji badawczych";"przebudowa budynku";"przebudowa";"2009-12-29";"46118/09";"415/10";"2010-03-01";2009;12;"2009-12-01";45;NA;NA;17,0344227;51,1127366
"3634";486;"";"2010-03-01";"Rynek 16/17";"";"montaø úciennego szyldu reklamowego restauracji ""da andrea"" ";"reklama";"2010-01-06";"272/10";"416/10";"2010-03-01";2010;1;"2010-01-01";39;NA;NA;17,031052;51,1093678
"3635";487;"";"2010-03-01";"Katedralna 4";"bud.kultu religijnego i czynnoúci religijnych";"przebudowa i remont p≥n elewacji wraz z wieøyczkπ koúcio≥a";"remont";"2010-01-08";"547/10";"417/10";"2010-03-01";2010;1;"2010-01-01";37;NA;NA;17,0430329;51,1147579
"3636";488;"";"2010-03-01";"KsiÍgarska 21";"bud.mieszkalne jednorodzinne";"";"inst.wewnÍtrzna";"2010-02-24";"6089/10";"418/10";"2010-03-01";2010;2;"2010-02-01";4;NA;NA;17,019868;51,176201
"3637";489;"";"2010-03-01";"Ømigrodzka 143";"bud.przemys≥owe";"przebudowa pomieszczeÒ biurowych";"przebudowa";"2010-02-18";"5436/10";"419/10";"2010-03-01";2010;2;"2010-02-01";8;NA;NA;17,0314169;51,148474
"3638";490;"";"2010-03-01";"Rydygiera Ludwika 55";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2010-01-20";"1741/10";"420/10";"2010-03-01";2010;1;"2010-01-01";29;NA;NA;17,0324288;51,1214778
"3639";491;"";"2010-03-02";"PrπdzyÒskiego Ignacego Gen. 20";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-02-01";"3114/10";"421/10";"2010-03-02";2010;2;"2010-02-01";22;NA;NA;17,0508846;51,1004295
"3640";492;"";"2010-03-02";"StrachociÒska 63";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa kominÛw w lokalach mieszkalnych w budynku wielorodz";"remont";"2010-01-28";"2803/10";"422/10";"2010-03-02";2010;1;"2010-01-01";24;NA;NA;17,1409859;51,107726
"3641";493;"";"2010-03-02";"Ulanowskiego Boles≥awa 6";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2010-01-22";"2190/10";"423/10";"2010-03-02";2010;1;"2010-01-01";28;NA;NA;17,0084112;51,0836179
"3642";494;"";"2010-03-02";"S≥owackiego Juliusza Wybrzeøe 6";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i wewn inst co w lokalu mieszk";"przebudowa";"2010-01-19";"1626/10";"424/10";"2010-03-02";2010;1;"2010-01-01";31;NA;NA;17,0520038;51,1081469
"3643";495;"";"2010-03-03";"Stargardzka -Droga Fabryczna 5";"bud.przemys≥owe";"budowy wiaty";"nowe";"2010-01-05";"129/10";"37/10";"2010-03-03";2010;1;"2010-01-01";42;NA;NA;16,9525527;51,1305581
"3644";496;"";"2010-03-03";"Rejtana Tadeusza 6";"bud.o trzech i wiÍcej mieszkaniach";"umarzam jako bezprzedmiotowe-przebudowa poddasza ";"zmiana spos.uøytk.";"2008-11-26";"44231/08";"52/10";"2010-03-03";2008;11;"2008-11-01";331;NA;NA;17,0350277;51,1010078
"3645";497;"";"2010-03-03";"Sempo≥owskiej Stefanii";"bud.o trzech i wiÍcej mieszkaniach";"przy≥πczy telekomunikacyjnych do budynkÛw";"przy≥πcze";"2010-01-29";"2922/10";"425/10";"2010-03-03";2010;1;"2010-01-01";24;NA;NA;17,1048659;51,1037039
"3646";498;"";"2010-03-03";"SobÛtki 22A";"bud.mieszkalne jednorodzinne";"budynku mieszkalnego jednorodzinnego ";"nowe";"2009-12-30";"46403/09";"426/10";"2010-03-03";2009;12;"2009-12-01";46;NA;NA;16,9697159;51,0753549
"3647";499;"";"2010-03-03";"Szewska 78";"bud.o trzech i wiÍcej mieszkaniach";"remont dachu kamienicy";"remont";"2010-01-12";"867/10";"427/10";"2010-03-03";2010;1;"2010-01-01";37;NA;NA;17,033389;51,1083809
"3648";500;"";"2010-03-03";"Trzebnicka 38";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa stropu w lokalu uøytkowym";"przebudowa";"2010-01-26";"2418/10";"428/10";"2010-03-03";2010;1;"2010-01-01";27;NA;NA;17,035535;51,1238199
"3649";501;"";"2010-03-03";"Damrota Konstantego Ks. 7";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa balkonÛw na elewacji frontowej w budynku wielorodz";"przebudowa";"2010-02-15";"4863/10";"429/10";"2010-03-03";2010;2;"2010-02-01";13;NA;NA;17,0525301;51,1269019
"3650";502;"";"2010-03-03";"Rynek 2";"bud.handlowo-uslugowe";"przebudowa czÍúci lokalu antykwariatu na salÍ restauracyjnπ ";"zmiana spos.uøytk.";"2010-02-01";"3221/10";"430/10";"2010-03-03";2010;2;"2010-02-01";23;NA;NA;17,0305368;51,1107338
"3651";503;"";"2010-03-03";"Nefrytowa";"bud.o trzech i wiÍcej mieszkaniach";"dom wielorodzinny";"nowe";"2009-07-07";"23788/09";"431/10";"2010-03-03";2009;7;"2009-07-01";172;NA;NA;17,0231964;51,0487803
"3652";504;"";"2010-03-04";"Paprotna 4";"bud.przemys≥owe";"rozbudowy zak≥adu ""pneumat""";"rozbudowa";"2010-01-14";"1089/10";"38/10";"2010-03-04";2010;1;"2010-01-01";36;NA;NA;17,022751;51,150788
"3653";505;"";"2010-03-04";"Henrykowska 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewn instalacji gazu i montaøu co w lokalu ";"inst.wewnÍtrzna";"2010-01-13";"1036/10";"39/10";"2010-03-04";2010;1;"2010-01-01";37;NA;NA;17,0498959;51,0885834
"3654";506;"";"2010-03-04";"Ma≥achowskiego Stanis≥awa 2-6";"ulice i drogi pozosta≥e";"umarzam jako bezprzedmiotowe postÍpowanie adm";"nowe";"2010-02-01";"3169/10";"53/10";"2010-03-04";2010;2;"2010-02-01";24;NA;NA;17,0407699;51,099092
"3655";507;"";"2010-03-04";"Staszica Stanis≥awa Plac 17";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa i remont lokalu mieszkal.";"przebudowa";"2010-01-11";"777/10";"432/10";"2010-03-04";2010;1;"2010-01-01";39;NA;NA;17,0333187;51,1239877
"3656";508;"";"2010-03-04";"Wyúcigowa 63";"bud.mieszkalne jednorodzinne";"rozbudowa i nadbudowa budynku mieszkal.jednorodzinnego";"rozbudowa";"2010-02-17";"5228/10";"433/10";"2010-03-04";2010;2;"2010-02-01";12;NA;NA;17,006555;51,0657239
"3657";509;"";"2010-03-04";"Teatralny Plac 2";"linie telekomunikacyjne ";"przebudowa stacji bazowej telefonii kom.";"przebudowa";"2010-02-09";"4107/10";"434/10";"2010-03-04";2010;2;"2010-02-01";18;NA;NA;17,0321663;51,1053942
"3658";510;"";"2010-03-04";"SpÛ≥dzielcza 18";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-01-19";"1607/10";"435/10";"2010-03-04";2010;1;"2010-01-01";33;NA;NA;17,1042;51,104265
"3659";511;"";"2010-03-04";"Malarska 25";"bud.o trzech i wiÍcej mieszkaniach";"budowa wew.instal.gaz.i centralnego ogrzewania w lokalu mieszkalnym";"inst.wewnÍtrzna";"2010-02-10";"4318/10";"436/10";"2010-03-04";2010;2;"2010-02-01";17;NA;NA;17,031021;51,112359
"3660";512;"";"2010-03-04";"Olszewskiego Karola 61";"bud.o trzech i wiÍcej mieszkaniach";"rozbudowa wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-01-26";"2488/10";"437/10";"2010-03-04";2010;1;"2010-01-01";28;NA;NA;17,1005844;51,1021576
"3661";513;"";"2010-03-04";"Klasztorna 38A";"bud.mieszkalne jednorodzinne";"dom jednorodzinny";"nowe";"2010-01-14";"1047/10";"438/10";"2010-03-04";2010;1;"2010-01-01";36;NA;NA;17,0424939;51,0626029
"3662";514;"";"2010-03-04";"WyszyÒskiego St. Kar. Bulwar 67";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wew.instal.gaz.w lokalu mieszkal.";"inst.wewnÍtrzna";"2010-02-11";"4519/10";"439/10";"2010-03-04";2010;2;"2010-02-01";16;NA;NA;17,0385376;51,1078852
"3663";515;"";"2010-03-04";"Kluczborska 12";"bud.o trzech i wiÍcej mieszkaniach";"montaz wew.instal.gaz.w mieszkaniu";"inst.wewnÍtrzna";"2010-01-29";"2951/10";"440/10";"2010-03-04";2010;1;"2010-01-01";25;NA;NA;17,046249;51,1228289
"3664";516;"";"2010-03-04";"Eluarda Paw≥a 49";"bud.o trzech i wiÍcej mieszkaniach";"montaz wew.instal.gaz.dla lokalu mieszkal.";"inst.wewnÍtrzna";"2010-02-17";"5161/10";"441/10";"2010-03-04";2010;2;"2010-02-01";12;NA;NA;16,8612735;51,1484703
"3665";517;"";"2010-03-04";"Ko≥obrzeska 23";"ulice i drogi pozosta≥e";"budowa zjazdu z drogi publicznej";"przebudowa";"2010-02-12";"4696/10";"442/10";"2010-03-04";2010;2;"2010-02-01";15;NA;NA;16,946504;51,1217179
"3666";518;"";"2010-03-04";"KamieÒskiego Henryka Micha≥a";"rurociπgi wodociπg.sieci ";"sieÊ wodociπgowa";"nowe";"2010-01-21";"1901/10";"443/10";"2010-03-04";2010;1;"2010-01-01";31;NA;NA;17,0435725;51,1520657
"3667";519;"";"2010-03-04";"JarociÒska 37A";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2009-12-30";"46374/09";"444/10";"2010-03-04";2009;12;"2009-12-01";47;NA;NA;16,9982171;51,1431411
"3668";520;"";"2010-03-04";"Robotnicza 72E";"zbiorniki,silosy i bud.magazynowe";"montaø wewnÍtrznej instalacji gazu w budynku";"przebudowa";"2010-01-29";"3038/10";"445/10";"2010-03-04";2010;1;"2010-01-01";25;NA;NA;16,9992754;51,1117338
"3669";521;"";"2010-03-04";"Uniwersytecki Plac 2";"linie telekomunikacyjne ";"przebudowa stacji bazowej telefonii komÛrkowej nr 46177";"przebudowa";"2010-02-08";"4015/10";"446/10";"2010-03-04";2010;2;"2010-02-01";19;NA;NA;17,0341948;51,1140234
"3670";522;"";"2010-03-05";"Beskidzka";"bud.mieszkalne jednorodzinne";"umarzam jako bezprzedmiotowe-dom jednorodzinny";"nowe";"2010-01-15";"1366/10";"54/10";"2010-03-05";2010;1;"2010-01-01";36;NA;NA;16,8542396;51,1303903
"3671";523;"";"2010-03-05";"Marszowicka 99";"bud.o dwÛch mieszkaniach";"budowa jednorodzinnego budynku mieszkal.";"nowe";"2010-02-16";"4965/10";"447/10";"2010-03-05";2010;2;"2010-02-01";14;NA;NA;16,8768439;51,15981
"3672";524;"";"2010-03-05";"Chorzowska 29";"bud.o trzech i wiÍcej mieszkaniach";"remont i przebudowa mieszkania";"przebudowa";"2010-01-04";"26/10";"448/10";"2010-03-05";2010;1;"2010-01-01";45;NA;NA;17,082439;51,075342
"3673";525;"";"2010-03-05";"Rogowska 5";"bud.biurowe";"nadbudowa budynku socjalno-magazynowego ";"rozbudowa";"2010-02-04";"3693/10";"449/10";"2010-03-05";2010;2;"2010-02-01";22;NA;NA;16,955736;51,118556
"3674";526;"";"2010-03-05";"Ogrodowa 22";"bud.mieszkalne jednorodzinne";"nadbudowa czÍúci budynku mieszkalnego jednorodzinnego ";"rozbudowa";"2010-01-22";"2084/10";"450/10";"2010-03-05";2010;1;"2010-01-01";31;NA;NA;16,987942;51,0873579
"3675";527;"";"2010-03-05";"Rogowska 20";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalne";"przebudowa";"2010-02-12";"4645/10";"451/10";"2010-03-05";2010;2;"2010-02-01";16;NA;NA;16,9562011;51,1170777
"3676";528;"";"2010-03-05";"Marszowicka 113";"bud.o dwÛch mieszkaniach";"budynek jednorodzinny";"nowe";"2010-02-16";"4966/10";"452/10";"2010-03-05";2010;2;"2010-02-01";14;NA;NA;16,876147;51,158021
"3677";529;"";"2010-03-05";"Trzebnicka 80";"bud.o trzech i wiÍcej mieszkaniach";"montaø instalacji gazowej i co w lokalu mieszkalnym";"inst.wewnÍtrzna";"2010-02-05";"3792/10";"453/10";"2010-03-05";2010;2;"2010-02-01";21;NA;NA;17,0366839;51,12954
"3678";530;"";"2010-03-05";"KoreaÒska 2A";"bud.handlowo-uslugowe";"wew.instalacja gazu";"inst.wewnÍtrzna";"2010-02-24";"6167/10";"454/10";"2010-03-05";2010;2;"2010-02-01";8;NA;NA;17,086872;51,057887
"3679";531;"";"2010-03-08";"Poniatowskiego JÛzefa KsiÍcia 10";"bud.o trzech i wiÍcej mieszkaniach";"przebudowy mieszkania w budynku wielorodzinnym";"przebudowa";"2010-01-15";"1349/10";"40/10";"2010-03-08";2010;1;"2010-01-01";37;NA;NA;17,0423798;51,1201411
"3680";532;"";"2010-03-08";"Bora-Komorowskiego T. Gen. 6";"bud.przemys≥owe";"przebudowa hali produkcyjno-magazynowej";"przebudowa";"2010-01-18";"1409/10";"455/10";"2010-03-08";2010;1;"2010-01-01";36;NA;NA;17,1193473;51,1569159
"3681";533;"";"2010-03-08";"Czajkowskiego Piotra 91";"bud.mieszkalne jednorodzinne";"wodociπgu wraz z przy≥πczem wody do budynku mieszkalnego";"przy≥πcze";"2010-02-04";"3664/10";"456/10";"2010-03-08";2010;2;"2010-02-01";23;NA;NA;17,0585641;51,1413438
"3682";534;"";"2010-03-08";"Jeziorowa";"rurociπgi gazu sieci rozdzielczej";"gazociπg";"nowe";"2010-02-01";"3120/10";"457/10";"2010-03-08";2010;2;"2010-02-01";26;NA;NA;17,1022629;51,1642723
"3683";535;"";"2010-03-08";"Gliniana 67-69";"bud.o trzech i wiÍcej mieszkaniach";"";"przebudowa";"2010-02-24";"6179/10";"458/10";"2010-03-08";2010;2;"2010-02-01";9;NA;NA;17,03938;51,0919229
"3684";536;"";"2010-03-09";"LeszczyÒskiego Stanis≥awa 2";"bud.o trzech i wiÍcej mieszkaniach";"umarzam postÍpowanie na budowÍ budynku mieszkalno-us≥ugowego";"nowe";"2009-09-25";"33990/09";"58/10";"2010-03-09";2009;9;"2009-09-01";118;NA;NA;17,0317661;51,107805
"3685";537;"";"2010-03-09";"MiÒska 26";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkal.jednorodz.w czÍúcia us≥ugowπ";"nowe";"2010-01-28";"2789/10";"459/10";"2010-03-09";2010;1;"2010-01-01";29;NA;NA;16,9417269;51,1016503
"3686";538;"";"2010-03-09";"Lwowska 41";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji i balkonÛw w budynku mieszkal.";"przebudowa";"2010-03-01";"6738/10";"460/10";"2010-03-09";2010;3;"2010-03-01";7;NA;NA;17,01352;51,098707
"3687";539;"";"2010-03-10";"Siedlecka 9";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45899/09";"60/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,920441;51,166703
"3688";540;"";"2010-03-10";"Siedlecka 11";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45900/09";"61/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,920597;51,166739
"3689";541;"";"2010-03-10";"Siedlecka 13";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45901/09";"62/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,920778;51,166784
"3690";542;"";"2010-03-10";"Siedlecka 15";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45902/09";"63/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,9209329;51,1668139
"3691";543;"";"2010-03-10";"Siedlecka 17";"bud.mieszkalne jednorodzinne";"";"nowe";"2009-12-23";"45903/09";"64/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,921093;51,166849
"3692";544;"";"2010-03-10";"Siedlecka 19";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45904/09";"65/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,921221;51,166891
"3693";545;"";"2010-03-10";"Siedlecka 21";"bud.mieszkalne jednorodzinne";"umorzenie post.";"nowe";"2009-12-23";"45905/09";"66/10";"2010-03-10";2009;12;"2009-12-01";56;NA;NA;16,921404;51,166933
"3694";546;"";"2010-03-10";"Kordeckiego Augustyna Ks. 8";"rurociπgi gazu sieci rozdzielczej";"sieÊ gazowa";"nowe";"2010-02-11";"4503/10";"461/10";"2010-03-10";2010;2;"2010-02-01";20;NA;NA;16,9269622;51,1196949
"3695";547;"";"2010-03-10";"Kunickiego Stanis≥awa 6/8";"bud.o trzech i wiÍcej mieszkaniach";"przy≥πcze kanalizacji sanitarnej";"przy≥πcze";"2010-01-22";"2141/10";"462/10";"2010-03-10";2010;1;"2010-01-01";34;NA;NA;16,9442413;51,0969814
"3696";548;"";"2010-03-10";"Rakowa 6";"bud.handlowo-uslugowe";"montaø wewnÍtrznej instalacji gazowej w budynku mieszkaln";"inst.wewnÍtrzna";"2010-02-19";"5468/10";"463/10";"2010-03-10";2010;2;"2010-02-01";14;NA;NA;17,0899016;51,1404192
"3697";549;"";"2010-03-10";"Wysockiego Piotra 8";"bud.o dwÛch mieszkaniach";"rozbudowa wew.instalacji gazu w mieszkaniu";"inst.wewnÍtrzna";"2010-02-03";"3422/10";"464/10";"2010-03-10";2010;2;"2010-02-01";26;NA;NA;17,0994723;51,1131092
"3698";550;"";"2010-03-10";"Spiska 1";"bud.kultury fizycznej";"przebudowa bloku odnowy biologicznej w budynku";"przebudowa";"2009-12-29";"46190/09";"465/10";"2010-03-10";2009;12;"2009-12-01";52;NA;NA;17,0310174;51,0853055
"3699";551;"";"2010-03-10";"Koúciuszki Tad.Gen.Plac 6";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego";"przebudowa";"2010-02-08";"3958/10";"466/10";"2010-03-10";2010;2;"2010-02-01";23;NA;NA;17,0385376;51,1078852
"3700";552;"";"2010-03-10";"Kazimierza Wielkiego 65";"bud.biurowe";"instalacja elektryczna";"inst.wewnÍtrzna";"2010-02-15";"4846/10";"467/10";"2010-03-10";2010;2;"2010-02-01";18;NA;NA;17,034492;51,1068689
"3701";553;"";"2010-03-10";"Hoøa";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej nc wraz z przy≥.";"nowe";"2010-02-05";"3797/10";"468/10";"2010-03-10";2010;2;"2010-02-01";24;NA;NA;16,8956301;51,1600427
"3702";554;"";"2010-03-10";"Miko≥aja åw.";"bud.kultu religijnego i czynnoúci religijnych";"przy≥πcze gazowe do budynku";"przy≥πcze";"2010-02-18";"5316/10";"469/10";"2010-03-10";2010;2;"2010-02-01";15;NA;NA;17,0266458;51,111616
"3703";555;"";"2010-03-10";"Pereca Icchaka Lejba 15A";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania w budynku mieszkalnym wielorodz";"przebudowa";"2010-03-03";"7162/10";"470/10";"2010-03-10";2010;3;"2010-03-01";6;NA;NA;17,0069551;51,0998179
"3704";556;"";"2010-03-10";"Skargi Piotra Ks. 17";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalnym wielorodzinnym";"przebudowa";"2010-02-01";"3158/10";"471/10";"2010-03-10";2010;2;"2010-02-01";28;NA;NA;17,0375834;51,105307
"3705";557;"";"2010-03-11";"Dzielna 41";"bud.o trzech i wiÍcej mieszkaniach";"umarzam postÍpowanie administracyjne";"przebudowa";"2010-02-03";"3526/10";"67/10";"2010-03-11";2010;2;"2010-02-01";27;NA;NA;16,9750419;51,1376969
"3706";558;"";"2010-03-11";"O≥awska 11";"bud.biurowe";"umorzenie post.";"przebudowa";"2008-07-14";"27430/08";"68/10";"2010-03-11";2008;7;"2008-07-01";434;NA;NA;17,0349149;51,1084229
"3707";559;"";"2010-03-11";"Koúciuszki Tadeusza 192";"bud.o trzech i wiÍcej mieszkaniach";"przenbudowa mieszkania w budynku wielorodzinnym";"przebudowa";"2010-01-15";"1288/10";"472/10";"2010-03-11";2010;1;"2010-01-01";40;NA;NA;17,0552066;51,0975928
"3708";560;"";"2010-03-11";"Hirszfelda Ludwika Plac 12";"bud.szpitali i zak≥.opieki medycznej";"remont i przebudowa zakladu diagnostyki laboratoryjnej/1i 2 p";"przebudowa";"2010-01-11";"732/10";"473/10";"2010-03-11";2010;1;"2010-01-01";44;NA;NA;17,0163682;51,0947979
"3709";561;"";"2010-03-11";"PiastÛw Aleja 3";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego";"rozbudowa";"2010-02-02";"3354/10";"474/10";"2010-03-11";2010;2;"2010-02-01";28;NA;NA;16,964546;51,077267
"3710";562;"";"2010-03-11";"Norwida Cypriana Kamila 17";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa elewacji  budynku wielorodzinnego";"przebudowa";"2010-02-02";"3339/10";"475/10";"2010-03-11";2010;2;"2010-02-01";28;NA;NA;17,0626601;51,1097014
"3711";563;"";"2010-03-11";"Celtycka 8";"bud.o trzech i wiÍcej mieszkaniach";"zabudowa fragmentu korytarza w budynku wielorodzinnym";"przebudowa";"2010-03-03";"7107/10";"476/10";"2010-03-11";2010;3;"2010-03-01";7;NA;NA;16,979698;51,138585
"3712";564;"";"2010-03-11";"Tkacka 67";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa poddasza uøytkowego";"przebudowa";"2010-02-16";"5111/10";"477/10";"2010-03-11";2010;2;"2010-02-01";18;NA;NA;16,9601039;51,138929
"3713";565;"";"2010-03-11";"£ososiowicka";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkal.jednorodzinnego ";"nowe";"2010-02-09";"4265/10";"478/10";"2010-03-11";2010;2;"2010-02-01";23;NA;NA;16,883509;51,1762555
"3714";566;"";"2010-03-11";"Czekoladowa 50";"bud.mieszkalne jednorodzinne";"nadbudowa budynku gospodarczego o czÍúÊ mieszklnπ";"rozbudowa";"2010-01-25";"2272/10";"479/10";"2010-03-11";2010;1;"2010-01-01";34;NA;NA;16,9745089;51,060234
"3715";567;"";"2010-03-11";"Zatorska 1";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2010-02-09";"4156/10";"480/10";"2010-03-11";2010;2;"2010-02-01";23;NA;NA;17,1245078;51,1612184
"3716";568;"";"2010-03-11";"Gorlicka 64";"bud.handlowo-uslugowe";"przebudowa lokalu us≥ugowego na cele us≥ug weterynaryjnych ";"przebudowa";"2010-02-25";"6235/10";"481/10";"2010-03-11";2010;2;"2010-02-01";11;NA;NA;17,123179;51,1442659
"3717";569;"";"2010-03-11";"K≥okoczycka";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2010-01-29";"2977/10";"482/10";"2010-03-11";2010;1;"2010-01-01";30;NA;NA;17,0974348;51,156714
"3718";570;"";"2010-03-11";"Kazimierza Wielkiego 39";"bud.biurowe";"przebudowa i rozbudowa oficyny wschodniej budynku ";"przebudowa";"2010-01-07";"476/10";"483/10";"2010-03-11";2010;1;"2010-01-01";46;NA;NA;17,0301124;51,1075867
"3719";571;"";"2010-03-11";"Pestalozziego Jana Henryka 2";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa czÍúci stropu nad 3 piÍtrem nad pomieszczeniem ";"przebudowa";"2010-02-10";"4313/10";"484/10";"2010-03-11";2010;2;"2010-02-01";22;NA;NA;17,0470124;51,1210195
"3720";572;"";"2010-03-11";"Dokerska 7";"bud.o trzech i wiÍcej mieszkaniach";"sklep spozywczy";"przebudowa";"2010-02-19";"5581/10";"485/10";"2010-03-11";2010;2;"2010-02-01";15;NA;NA;16,964868;51,1402949
"3721";573;"";"2010-03-12";"Trzmielowicka 7/9";"zbiorniki,silosy i bud.magazynowe";"budowy zbiornika naziemnego na gaz p≥ynny wraz z przy≥";"nowe";"2010-01-06";"356/10";"41/10";"2010-03-12";2010;1;"2010-01-01";48;NA;NA;16,8654592;51,1451884
"3722";574;"";"2010-03-12";"Opatowicka 117";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z garaø";"nowe";"2010-01-18";"1529/10";"42/10";"2010-03-12";2010;1;"2010-01-01";40;NA;NA;17,1306849;51,0941483
